0 0 0 0 7.01099 0 0 0 2.22555 0 0 0 2.72683 0 0 0 0.382625 0 0 0 9.63114 0 0 0 2.11903 0 0 0 1.55979 0 0 0 3.17155 0 0 0 3.73902 0 0 0 9.19769 0 0 50 8.56593 0 0 50 3.19551 0 0 50 5.94682 0 0 50 3.33655 0 0 50 7.1009 0 0 50 2.59461 0 0 50 0.084407 0 0 50 0.488392 0 0 50 6.96939 0 0 50 2.62372
0.25 0.649789 -0.0198049 0.162447 7.00604 0.642378 0.110948 0.160594 2.25329 0.59639 0.107197 0.149098 2.75363 0.647613 1.8339 0.161903 0.841099 0.640616 -1.90686 0.160154 9.15442 0.496164 -0.0490328 0.124041 2.10677 0.559004 -0.218254 0.139751 1.50522 0.567027 0.21574 0.141757 3.22549 0.594307 0.277554 0.148577 3.80841 0.61417 -0.309605 0.153543 9.12029 -0.648729 -0.016449 49.8378 8.56182 -0.644862 0.218184 49.8388 3.25006 -0.648109 -0.0530669 49.838 5.93355 -0.527146 0.29552 49.8682 3.41043 -0.638656 0.101409 49.8403 7.12625 -0.603311 -0.288034 49.8492 2.5226 -0.647532 8.06565 49.8381 2.10082 -0.647948 1.10234 49.838 0.763977 -0.515761 -0.056922 49.8711 6.95516 -0.454736 -0.0598663 49.8863 2.60875
0.5 0.974699 -0.0319063 0.406122 6.99806 1.01335 0.203302 0.413932 2.30411 0.870908 0.141933 0.366825 2.78912 0.973666 0.960118 0.40532 1.08113 0.978333 -1.15059 0.404737 8.86677 0.682022 -0.0395806 0.294547 2.09688 0.761347 -0.234247 0.330088 1.44666 0.821725 0.298721 0.347188 3.30017 0.872366 0.399748 0.366668 3.90835 0.819195 -0.266291 0.358341 9.05372 -0.973396 -0.0232345 49.5945 8.55601 -1.01028 0.280986 49.5862 3.3203 -0.974084 -0.0736275 49.5945 5.91514 -0.755097 0.393234 49.6794 3.50874 -0.986521 0.172244 49.5937 7.16931 -0.962568 -0.337534 49.6085 2.43822 -0.871166 3.71227 49.6203 3.02889 -0.97174 0.832801 49.5951 0.972178 -0.739374 -0.0833094 49.6862 6.93433 -0.562094 -0.270722 49.7458 2.54107
0.75 1.13723 -0.0416661 0.690429 6.98765 1.27407 0.246847 0.732448 2.36583 0.994759 0.141756 0.615514 2.82455 1.17016 0.293222 0.697861 1.15443 1.17589 -0.897022 0.69871 8.64252 0.747063 -0.0105494 0.481312 2.09424 0.817542 -0.223718 0.534473 1.39073 0.942417 0.317449 0.582792 3.37953 1.01208 0.440308 0.619688 4.01842 0.935208 -0.190633 0.592143 9.00606 -1.13609 -0.0243181 49.3104 8.54993 -1.27624 0.394838 49.2672 3.41901 -1.14019 -0.0750258 49.3094 5.89639 -0.826992 0.501605 49.4727 3.63414 -1.19892 0.203069 49.294 7.22008 -1.25627 -0.504767 49.2945 2.31203 -0.921593 1.86115 49.3899 3.49418 -1.1307 0.496815 49.3124 1.09638 -0.847106 -0.0912244 49.4744 6.91153 -0.681432 -0.224198 49.5754 2.48502
1 1.21855 -0.05148 0.995067 6.97478 1.46231 0.222487 1.09803 2.42145 1.05181 0.119336 0.878466 2.85439 1.34611 -0.0418494 1.03439 1.14397 1.27863 -0.721595 1.01837 8.46212 0.788917 0.026807 0.678542 2.10094 0.840059 -0.208914 0.744488 1.3385 1.00553 0.304526 0.834175 3.45566 1.09067 0.439737 0.892355 4.12836 1.0172 -0.151834 0.846444 8.9681 -1.21753 -0.0217391 49.0061 8.54449 -1.59772 0.145859 48.8677 3.45548 -1.22676 -0.0654991 49.0027 5.88001 -0.80329 0.518094 49.2719 3.76367 -1.32613 0.186319 48.9624 7.26666 -1.42212 -0.434394 48.9389 2.20343 -0.842218 0.86305 49.1794 3.70994 -1.20379 0.257708 49.0115 1.16081 -0.913276 -0.0807318 49.2461 6.89134 -0.782023 -0.142065 49.3799 2.4495
1.25 1.25913 -0.0625034 1.30985 6.95915 1.58199 0.169168 1.49352 2.46374 1.08689 0.0855412 1.15019 2.87577 1.47999 -0.132006 1.40439 1.11097 1.32453 -0.581333 1.3495 8.31678 0.842384 0.0625701 0.889138 2.11658 0.872074 -0.18994 0.962506 1.29102 1.04477 0.276838 1.09537 3.52487 1.14114 0.419151 1.17764 4.23315 1.07794 -0.141293 1.11593 8.93278 -1.25785 -0.0171147 48.6916 8.54021 -1.70392 0.0325958 48.4417 3.46363 -1.27345 -0.0504582 48.6844 5.8674 -0.860104 0.382779 49.0568 3.85936 -1.39208 0.136815 48.6144 7.30086 -1.4822 -0.313832 48.5684 2.12497 -0.827675 0.404262 48.9725 3.811 -1.23188 0.106972 48.7035 1.18755 -0.964167 -0.0585397 49.0051 6.87671 -0.877556 -0.086335 49.1605 2.42792
1.5 1.27911 -0.0748086 1.62963 6.94045 1.63556 0.13156 1.90241 2.49663 1.12046 0.0518002 1.43031 2.88872 1.53721 -0.103655 1.78869 1.08506 1.34006 -0.470251 1.68452 8.19922 0.905546 0.0883517 1.11552 2.13867 0.924242 -0.168845 1.19357 1.24881 1.07387 0.244761 1.36383 3.58606 1.1773 0.389825 1.47196 4.3306 1.12203 -0.142579 1.39644 8.89713 -1.27714 -0.0121099 48.3723 8.53719 -1.6876 0.0336297 48.0198 3.47204 -1.29956 -0.0339303 48.3595 5.85892 -0.940492 0.279172 48.8217 3.92915 -1.41859 0.0757875 48.2598 7.31981 -1.48755 -0.200966 48.1965 2.07473 -0.861901 0.180368 48.757 3.8561 -1.23874 0.0221428 48.3938 1.19309 -1.00657 -0.0331867 48.7534 6.86841 -0.963186 -0.0561701 48.9197 2.41388
1.75 1.28858 -0.0877133 1.95177 6.91852 1.63585 0.121075 2.31138 2.5269 1.15703 0.0256259 1.71956 2.89513 1.53648 -0.0397879 2.17281 1.07511 1.34141 -0.385127 2.01987 8.10294 0.965802 0.102185 1.35697 2.16422 0.986421 -0.145664 1.44017 1.21239 1.09744 0.214502 1.63819 3.63969 1.20492 0.357933 1.77319 4.42008 1.15317 -0.146112 1.68473 8.8606 -1.28569 -0.00820405 48.0509 8.53514 -1.62124 0.0703366 47.6145 3.48962 -1.31441 -0.018382 48.0309 5.85432 -1.00076 0.250693 48.5715 3.99183 -1.42371 0.0182052 47.9038 7.32436 -1.47387 -0.115338 47.828 2.04589 -0.89517 0.0447874 48.5332 3.86729 -1.23811 -0.0181571 48.0843 1.18855 -1.04193 -0.0101347 48.493 6.86588 -1.03303 -0.0420822 48.6615 2.40336
2 1.29264 -0.100252 2.27493 6.89346 1.60548 0.128594 2.71275 2.55905 1.19412 0.00930001 2.01809 2.89746 1.50869 0.020435 2.54998 1.08022 1.33713 -0.321306 2.35415 8.02261 1.01493 0.106984 1.61071 2.19096 1.04586 -0.121033 1.70164 1.18213 1.11678 0.188888 1.91739 3.68691 1.22663 0.326762 2.07985 4.50178 1.17479 -0.148308 1.97843 8.82353 -1.28893 -0.00630062 47.7287 8.53356 -1.54931 0.107274 47.2272 3.51644 -1.32269 -0.00493246 47.7002 5.85309 -1.07026 0.291486 48.304 4.0647 -1.41913 -0.0291466 47.5491 7.31707 -1.45691 -0.0582432 47.4638 2.03133 -0.916007 -0.060435 48.3042 3.85218 -1.23658 -0.0313859 47.7751 1.1807 -1.07106 0.00858032 48.2252 6.86802 -1.08636 -0.0368107 48.3899 2.39415
2.25 1.29393 -0.111557 2.59841 6.86557 1.56455 0.143381 3.10388 2.59489 1.22847 0.00133588 2.32521 2.89779 1.47441 0.0638514 2.91858 1.09618 1.33136 -0.273919 2.68699 7.95413 1.05134 0.106939 1.87354 2.2177 1.096 -0.0964338 1.97564 1.15803 1.13248 0.168473 2.20051 3.72903 1.24382 0.297891 2.39081 4.57625 1.18973 -0.148614 2.27586 8.78637 -1.28974 -0.00660976 47.4062 8.53191 -1.48831 0.134992 46.8551 3.55019 -1.32696 0.0062034 47.3684 5.85464 -1.15826 0.346138 48.0144 4.15123 -1.41109 -0.0649024 47.1963 7.30085 -1.44161 -0.0237117 47.1034 2.02541 -0.94209 -0.135737 48.0687 3.81825 -1.23636 -0.0299566 47.466 1.17321 -1.09502 0.0229316 47.9514 6.87376 -1.1256 -0.0362242 48.1085 2.3851
2.5 1.29385 -0.121044 2.92187 6.83531 1.52481 0.159017 3.48508 2.63465 1.25819 -0.00121323 2.63976 2.89749 1.44303 0.0899465 3.27934 1.11867 1.32585 -0.238786 3.01845 7.89444 1.07717 0.105373 2.14283 2.24404 1.13558 -0.0733069 2.25953 1.1397 1.14512 0.152652 2.48679 3.76719 1.25748 0.271885 2.70518 4.64422 1.20011 -0.147548 2.57588 8.74949 -1.28965 -0.00882182 47.0838 8.5297 -1.44137 0.153221 46.4948 3.58849 -1.32878 0.0152992 47.0363 5.85846 -1.23699 0.36406 47.7051 4.24225 -1.40236 -0.090249 46.8457 7.27829 -1.42888 -0.00464007 46.7462 2.02425 -0.983853 -0.166569 47.8227 3.77661 -1.23766 -0.0217875 47.1566 1.16777 -1.1149 0.0336606 47.6727 6.88217 -1.15405 -0.0381491 47.82 2.37556
2.75 1.29317 -0.128436 3.24516 6.8032 1.49103 0.17278 3.85784 2.67784 1.28259 -0.00110872 2.96041 2.89721 1.41738 0.102809 3.63368 1.14437 1.32122 -0.212642 3.34876 7.84128 1.09552 0.104208 2.41671 2.27009 1.16586 -0.052624 2.551 1.12654 1.15537 0.140448 2.77563 3.8023 1.26833 0.24875 3.02226 4.70641 1.20744 -0.145787 2.87774 8.71304 -1.28938 -0.0123786 46.7615 8.52661 -1.40701 0.163996 46.143 3.62949 -1.32913 0.0227428 46.704 5.86415 -1.28758 0.336492 47.3833 4.32637 -1.39394 -0.107158 46.4972 7.2515 -1.41848 0.00479098 46.3916 2.02544 -1.03444 -0.158772 47.5641 3.73691 -1.24002 -0.0114913 46.8466 1.16489 -1.13167 0.0416069 47.3898 6.89257 -1.17468 -0.0412103 47.5263 2.36526
3 1.29227 -0.133702 3.56823 6.76977 1.46412 0.183982 4.22387 2.72384 1.30175 -0.000254007 3.28584 2.89715 1.39744 0.107089 3.98304 1.17114 1.31759 -0.193048 3.67816 7.79302 1.10912 0.104212 2.69399 2.29615 1.18878 -0.0348603 2.84819 1.11783 1.16384 0.13092 3.06659 3.83503 1.27693 0.228213 3.34149 4.76346 1.21274 -0.143854 3.18093 8.67708 -1.28923 -0.0166923 46.4392 8.52243 -1.38261 0.169558 45.7974 3.67188 -1.32861 0.0287572 46.3718 5.87134 -1.31177 0.283798 47.0553 4.39732 -1.38609 -0.117555 46.1507 7.22211 -1.40995 0.00862794 46.0391 2.0276 -1.08286 -0.131049 47.2934 3.70415 -1.24295 -0.00150005 46.5359 1.16452 -1.14605 0.0474599 47.1033 6.90444 -1.18981 -0.044382 47.2289 2.35416
3.25 1.29138 -0.136971 3.89108 6.73553 1.44329 0.192812 4.5847 2.77204 1.31608 0.000335782 3.61486 2.89723 1.38226 0.106461 4.32861 1.19776 1.31484 -0.178208 4.00687 7.74846 1.11995 0.105428 2.97398 2.3225 1.20618 -0.0201059 3.14974 1.1128 1.17107 0.123324 3.35936 3.86586 1.28375 0.209894 3.66243 4.81593 1.21669 -0.142074 3.4851 8.64156 -1.28932 -0.0212679 46.1168 8.51712 -1.36557 0.171761 45.456 3.71482 -1.3275 0.0333577 46.0399 5.87968 -1.3193 0.227036 46.7255 4.45408 -1.37878 -0.123025 45.806 7.19135 -1.40286 0.00941284 45.6883 2.02995 -1.123 -0.09875 47.0126 3.67946 -1.24611 0.00708876 46.2244 1.16629 -1.15857 0.0517263 46.8136 6.91737 -1.20109 -0.0469709 46.9286 2.34242
3.5 1.29059 -0.138451 4.21372 6.70092 1.42726 0.199737 4.94151 2.82197 1.32618 0.000296182 3.94641 2.8973 1.37076 0.103378 4.6713 1.2236 1.31283 -0.166815 4.33508 7.70676 1.12923 0.10755 3.25629 2.34939 1.21954 -0.00819346 3.45462 1.11075 1.17743 0.117132 3.65371 3.89515 1.2891 0.193399 3.9847 4.86428 1.21974 -0.140614 3.79004 8.6064 -1.28961 -0.0257449 45.7944 8.51068 -1.35375 0.171942 45.1175 3.75781 -1.32591 0.0364733 45.7085 5.8888 -1.31855 0.177277 46.3958 4.4984 -1.37194 -0.12479 45.463 7.16015 -1.39689 0.00863081 45.3391 2.03211 -1.15372 -0.0697305 46.7242 3.66203 -1.24929 0.0139386 45.912 1.16977 -1.16961 0.0547701 46.5212 6.93106 -1.20965 -0.0486325 46.6262 2.33026
3.75 1.28995 -0.138381 4.53621 6.66632 1.41479 0.205233 5.29521 2.87328 1.33276 -0.000359802 4.2796 2.89721 1.362 0.0992995 5.0118 1.24843 1.31139 -0.157912 4.66292 7.66728 1.13766 0.110168 3.5407 2.37693 1.22993 0.00119226 3.76211 1.11105 1.18318 0.11199 3.94951 3.92314 1.29324 0.178371 4.30801 4.90888 1.22216 -0.139531 4.09558 8.57152 -1.29008 -0.0298921 45.4719 8.50321 -1.34555 0.170987 44.7812 3.80055 -1.32383 0.038072 45.3775 5.89831 -1.31454 0.137723 46.0672 4.53283 -1.36554 -0.123765 45.1216 7.12921 -1.39178 0.0071015 44.9912 2.03389 -1.17629 -0.046566 46.4301 3.65039 -1.2524 0.019109 45.5989 1.17455 -1.17941 0.0568595 46.2264 6.94528 -1.21627 -0.0493037 46.3221 2.31793
4 1.28948 -0.13699 4.85858 6.63207 1.40484 0.209686 5.64642 2.9257 1.33652 -0.00145123 4.61373 2.89685 1.35527 0.0950107 5.35061 1.27218 1.31037 -0.150798 4.99052 7.62958 1.14558 0.112904 3.8271 2.40516 1.23814 0.00843033 4.07164 1.11316 1.18848 0.107669 4.24663 3.95006 1.29635 0.164506 4.6321 4.95 1.22415 -0.138824 4.40161 8.53682 -1.29068 -0.0335827 45.1492 8.49481 -1.33983 0.169446 44.4462 3.84291 -1.32127 0.0382198 45.0472 5.90787 -1.30978 0.107754 45.7398 4.55977 -1.35958 -0.120646 44.7817 7.09905 -1.38734 0.00525562 44.6443 2.0352 -1.19263 -0.0292257 46.132 3.64308 -1.2554 0.0228356 45.2851 1.18026 -1.18815 0.0582008 45.9293 6.95983 -1.22146 -0.0490956 46.0167 2.30566
4.25 1.28917 -0.134487 5.18088 6.59845 1.3966 0.213371 5.99557 2.97905 1.33815 -0.00275652 4.94827 2.89616 1.35004 0.0908885 5.68812 1.2949 1.30967 -0.14496 5.31793 7.59334 1.15315 0.115476 4.11538 2.43403 1.24474 0.0139048 4.38282 1.11663 1.19341 0.104011 4.54498 3.97606 1.29858 0.15156 4.95674 4.98789 1.22582 -0.13846 4.70807 8.5022 -1.29136 -0.0367652 44.8264 8.48562 -1.3358 0.16765 44.1123 3.88483 -1.31826 0.0370802 44.7176 5.91714 -1.30533 0.0854914 45.4134 4.58114 -1.35405 -0.115979 44.4432 7.07006 -1.38343 0.00330912 44.2985 2.03603 -1.20449 -0.0167229 45.8308 3.6389 -1.25829 0.0254056 44.9705 1.18661 -1.19596 0.0589574 45.6304 6.97457 -1.22559 -0.0481973 45.7103 2.29361
4.5 1.28901 -0.131054 5.50313 6.56569 1.38948 0.216462 6.34294 3.03316 1.33827 -0.00407552 5.28283 2.89514 1.34592 0.0870817 6.0246 1.31667 1.30919 -0.140017 5.64523 7.55834 1.16041 0.117701 4.40549 2.46345 1.25011 0.0179689 4.69535 1.12113 1.198 0.100901 4.84448 4.00129 1.30003 0.139346 5.28175 5.02273 1.22724 -0.13839 5.01488 8.4676 -1.29207 -0.0394376 44.5034 8.47576 -1.33294 0.165787 43.779 3.92627 -1.31482 0.034886 44.3889 5.92586 -1.30152 0.068982 45.0881 4.59839 -1.349 -0.110208 44.106 7.0425 -1.37994 0.00136494 43.9535 2.03637 -1.21323 -0.00790626 45.5275 3.63693 -1.26107 0.0270947 44.6552 1.19339 -1.20293 0.0592621 45.3296 6.98938 -1.2289 -0.0468105 45.4031 2.28191
4.75 1.289 -0.12685 5.82538 6.53398 1.38305 0.219058 6.6887 3.08793 1.33738 -0.00525149 5.61718 2.89383 1.34265 0.083622 6.36027 1.33758 1.30886 -0.135689 5.97245 7.52442 1.16735 0.119486 4.69732 2.49333 1.25453 0.0209271 5.00899 1.12636 1.20223 0.0982444 5.14504 4.02585 1.30079 0.127725 5.60695 5.05466 1.22848 -0.138566 5.322 8.43296 -1.29281 -0.0416282 44.1802 8.46535 -1.3309 0.16396 43.4463 3.96726 -1.311 0.0319061 44.0612 5.93384 -1.29838 0.0566014 44.7635 4.61254 -1.34446 -0.103707 43.7699 7.01658 -1.37678 -0.000530753 43.6093 2.03624 -1.2198 -0.00176773 45.2226 3.63648 -1.26374 0.0281392 44.3393 1.20042 -1.20915 0.0592233 45.0273 7.00419 -1.23159 -0.0451155 45.0952 2.27063
5 1.28913 -0.122016 6.14766 6.50347 1.37705 0.221204 7.03297 3.14323 1.33588 -0.00617303 5.95115 2.89229 1.34002 0.0804881 6.69527 1.3577 1.30865 -0.131766 6.29961 7.49147 1.17395 0.1208 4.99081 2.52353 1.25822 0.0230301 5.32354 1.13212 1.20611 0.0959597 5.44657 4.04984 1.30094 0.116604 5.93218 5.08381 1.22955 -0.13894 5.62939 8.39823 -1.29355 -0.0433813 43.8568 8.45451 -1.32944 0.162223 43.1139 4.00782 -1.30687 0.0284176 43.7345 5.94094 -1.29582 0.0471259 44.4395 4.62432 -1.34043 -0.0967979 43.4347 6.99238 -1.37391 -0.00235912 43.2658 2.03565 -1.22486 0.00247799 44.9164 3.6371 -1.26632 0.0287294 44.0227 1.2076 -1.21468 0.0589292 44.7237 7.01892 -1.23378 -0.0432577 44.7868 2.25982
5.25 1.28937 -0.116685 6.47 6.4743 1.37132 0.222914 7.3758 3.19896 1.33407 -0.00676855 6.28466 2.89059 1.33788 0.0776387 7.02974 1.37711 1.30851 -0.128094 6.62674 7.45945 1.18022 0.121659 5.28587 2.55394 1.26132 0.0244781 5.63887 1.13824 1.20961 0.0939737 5.74897 4.07333 1.30053 0.105932 6.25732 5.11029 1.23047 -0.139469 5.937 8.36336 -1.29427 -0.0447486 43.5332 8.44332 -1.32839 0.160598 42.7818 4.04797 -1.30249 0.0246849 43.4088 5.94711 -1.29372 0.0396791 44.1161 4.63424 -1.33694 -0.0897527 43.1005 6.96994 -1.37127 -0.00411383 42.923 2.03462 -1.22888 0.00540612 44.6092 3.63846 -1.26879 0.0290117 43.7055 1.21486 -1.2196 0.0584514 44.4188 7.03353 -1.23558 -0.041346 44.4779 2.24948
5.5 1.28972 -0.110985 6.79243 6.44656 1.36577 0.224194 7.71724 3.255 1.33213 -0.00699919 6.6177 2.88884 1.33614 0.0750303 7.36378 1.39587 1.30843 -0.124557 6.95385 7.42831 1.18613 0.122098 5.5824 2.58447 1.26395 0.0254273 5.95486 1.14459 1.21271 0.0922215 6.05215 4.09639 1.29964 0.0956899 6.58223 5.13422 1.23127 -0.140117 6.24482 8.32833 -1.29497 -0.0457835 43.2095 8.43188 -1.32764 0.159091 42.4499 4.08774 -1.2979 0.0209446 43.0844 5.95235 -1.29199 0.0336506 43.7931 4.64265 -1.334 -0.0828003 42.767 6.94924 -1.36883 -0.00579412 42.5808 2.03317 -1.23213 0.00742315 44.3011 3.64031 -1.27116 0.0290955 43.3877 1.22213 -1.22397 0.0578474 44.1128 7.048 -1.23706 -0.0394578 44.1686 2.23961
5.75 1.29018 -0.105042 7.11498 6.42029 1.36039 0.225046 8.05734 3.31127 1.33018 -0.00685231 6.95024 2.88713 1.3347 0.0726239 7.69745 1.41402 1.30838 -0.121072 7.28094 7.39804 1.19169 0.122169 5.88032 2.61501 1.26619 0.0259978 6.27141 1.15109 1.21542 0.0906478 6.356 4.11905 1.29833 0.0858875 6.90681 5.15569 1.23195 -0.140852 6.55281 8.29312 -1.29565 -0.046537 42.8856 8.42024 -1.32712 0.1577 42.1181 4.12717 -1.29316 0.0173964 42.7611 5.9567 -1.29056 0.0286219 43.4704 4.64981 -1.33161 -0.0761242 42.4341 6.93021 -1.36658 -0.00740161 42.2392 2.03132 -1.23482 0.00881026 43.9924 3.64251 -1.27343 0.0290606 43.0694 1.22939 -1.22784 0.0571626 43.8058 7.06229 -1.23829 -0.0376454 43.8591 2.2302
6 1.29072 -0.0989849 7.43766 6.39555 1.35517 0.225482 8.39613 3.36764 1.3283 -0.00633603 7.28232 2.88555 1.3335 0.0703884 8.03083 1.43162 1.30836 -0.117582 7.60803 7.36865 1.19691 0.121923 6.17955 2.64549 1.26812 0.0262811 6.58844 1.15766 1.21771 0.089207 6.66043 4.14135 1.29667 0.0765563 7.23098 5.17483 1.23252 -0.141649 6.86094 8.2577 -1.2963 -0.0470571 42.5615 8.40848 -1.32678 0.156418 41.7865 4.16627 -1.28831 0.0141986 42.439 5.96025 -1.28936 0.024308 43.1481 4.65588 -1.32976 -0.0698639 42.1017 6.91274 -1.36449 -0.00893903 41.898 2.02908 -1.23709 0.00975971 43.6831 3.64495 -1.27559 0.0289643 42.7505 1.23664 -1.23127 0.056433 43.498 7.07639 -1.23932 -0.0359415 43.5492 2.22122
6.25 1.29133 -0.0929366 7.76049 6.37231 1.35016 0.225523 8.73367 3.42402 1.3265 -0.00547448 7.61394 2.88418 1.33251 0.0683 8.36395 1.4487 1.30835 -0.114049 7.93512 7.34014 1.20179 0.121409 6.48 2.67584 1.2698 0.0263469 6.90589 1.16425 1.2196 0.0878636 6.96533 4.16332 1.29474 0.0677413 7.55466 5.19176 1.23297 -0.142487 7.16918 8.22208 -1.29693 -0.0473871 42.2373 8.39663 -1.32656 0.155235 41.4548 4.20508 -1.28338 0.0114674 42.1181 5.96311 -1.28835 0.0205148 42.826 4.66101 -1.32845 -0.0641177 41.7696 6.89671 -1.36255 -0.0104097 41.5574 2.02648 -1.23903 0.0104024 43.3734 3.64755 -1.27765 0.0288469 42.4311 1.24385 -1.23431 0.0556864 43.1894 7.09032 -1.24019 -0.0343652 43.2392 2.21263
