20.25 1.29983 -0.00280536 25.9984 1.42609 1.29981 0.00279494 25.9984 8.57419 -1.38597 -0.098605 24.0097 4.76999 1.36884 0.0640927 25.9981 5.22107
20.5 1.29982 -0.00297466 26.3233 1.42535 1.29981 0.00299477 26.3233 8.57494 -1.34933 -0.0472162 23.6723 4.75819 1.33687 0.0291982 26.3324 5.22837
20.75 1.29981 -0.00314712 26.6483 1.42456 1.2998 0.00319308 26.6483 8.57574 -1.3256 -0.0198791 23.3409 4.75322 1.31877 0.0110678 26.662 5.23114
21 1.2998 -0.00332991 26.9732 1.42373 1.29979 0.00339146 26.9732 8.57659 -1.31292 -0.00587083 23.0127 4.75175 1.30942 0.00182491 26.9894 5.2316
21.25 1.29979 -0.00352132 27.2982 1.42285 1.29979 0.00359 27.2982 8.57749 -1.30647 0.00124978 22.6861 4.75206 1.30469 -0.0028672 27.3156 5.23088
21.5 1.29978 -0.00371805 27.6231 1.42192 1.29978 0.0037885 27.6231 8.57843 -1.30322 0.00486332 22.3603 4.75328 1.30233 -0.00524645 27.6412 5.22957
21.75 1.29978 -0.00391777 27.9481 1.42094 1.29977 0.00398691 27.9481 8.57943 -1.3016 0.00669672 22.0349 4.75495 1.30114 -0.00645204 27.9664 5.22795
22 1.29977 -0.00411916 28.273 1.41991 1.29977 0.00418532 28.273 8.58048 -1.30078 0.00762704 21.7097 4.75686 1.30055 -0.00706218 28.2916 5.22619
22.25 1.29976 -0.00432158 28.5979 1.41883 1.29976 0.0043839 28.5979 8.58157 -1.30038 0.00809921 21.3846 4.75888 1.30026 -0.00737018 28.6166 5.22435
22.5 1.29976 -0.00452477 28.9229 1.4177 1.29976 0.00458284 28.9229 8.58272 -1.30017 0.0083389 21.0595 4.76097 1.30011 -0.00752484 28.9417 5.22247
22.75 1.29975 -0.0047287 29.2478 1.41652 1.29975 0.00478235 29.2478 8.58391 -1.30007 0.00846061 20.7345 4.76308 1.30003 -0.00760166 29.2667 5.22057
23 1.29974 -0.00493343 29.5728 1.41528 1.29974 0.00498262 29.5727 8.58516 -1.30002 0.00852242 20.4095 4.76521 1.3 -0.00763896 29.5917 5.21866
23.25 1.29974 -0.00513909 29.8977 1.414 1.29974 0.00518386 29.8977 8.58646 -1.3 0.00855382 20.0845 4.76735 1.29998 -0.00765618 29.9167 5.21674
23.5 1.29973 -0.00534586 30.2226 1.41266 1.29973 0.00538628 30.2226 8.5878 -1.29998 0.00856978 19.7595 4.76949 1.29997 -0.0076632 30.2417 5.21483
23.75 1.29972 -0.00555392 30.5476 1.41127 1.29972 0.00559009 30.5475 8.5892 -1.29998 0.00857789 19.4345 4.77164 1.29997 -0.00766503 30.5667 5.21291
24 1.29972 -0.00576348 30.8725 1.40983 1.29972 0.0057955 30.8725 8.59065 -1.29997 0.00858201 19.1095 4.77378 1.29996 -0.00766422 30.8916 5.21099
24.25 1.29971 -0.00597476 31.1974 1.40834 1.29971 0.00600274 31.1974 8.59215 -1.29997 0.00858411 18.7845 4.77593 1.29996 -0.00766207 31.2166 5.20908
24.5 1.2997 -0.00618798 31.5223 1.40679 1.2997 0.00621204 31.5223 8.5937 -1.29997 0.00858518 18.4595 4.77808 1.29996 -0.00765923 31.5416 5.20716
24.75 1.29969 -0.00640339 31.8473 1.40519 1.29969 0.00642363 31.8473 8.59531 -1.29997 0.00858572 18.1346 4.78022 1.29996 -0.00765604 31.8666 5.20525
25 1.29968 -0.00662125 32.1722 1.40354 1.29968 0.00663778 32.1722 8.59697 -1.29997 0.00858599 17.8096 4.78237 1.29996 -0.00765267 32.1916 5.20334
25.25 1.29968 -0.00684181 32.4971 1.40183 1.29968 0.00685475 32.4971 8.59868 -1.29997 0.00858614 17.4846 4.78451 1.29996 -0.0076492 32.5166 5.20142
25.5 1.29967 -0.00706536 32.822 1.40006 1.29967 0.00707482 32.822 8.60045 -1.29997 0.00858621 17.1596 4.78666 1.29996 -0.00764568 32.8416 5.19951
25.75 1.29966 -0.0072922 33.1469 1.39824 1.29966 0.00729827 33.1469 8.60227 -1.29997 0.00858624 16.8346 4.78881 1.29996 -0.00764213 33.1666 5.1976
26 1.29965 -0.00752263 33.4718 1.39636 1.29965 0.00752543 33.4718 8.60416 -1.29997 0.00858626 16.5096 4.79095 1.29996 -0.00763856 33.4916 5.19569
26.25 1.29964 -0.00775699 33.7968 1.39442 1.29964 0.00775662 33.7967 8.6061 -1.29997 0.00858627 16.1846 4.7931 1.29996 -0.00763498 33.8166 5.19378
26.5 1.29963 -0.00799563 34.1217 1.39242 1.29963 0.00799218 34.1217 8.60809 -1.29997 0.00858628 15.8596 4.79525 1.29996 -0.00763139 34.1416 5.19188
26.75 1.29961 -0.00823892 34.4466 1.39036 1.29961 0.0082325 34.4466 8.61015 -1.29997 0.00858628 15.5346 4.79739 1.29996 -0.0076278 34.4665 5.18997
27 1.2996 -0.00848726 34.7715 1.38824 1.2996 0.00847798 34.7715 8.61227 -1.29997 0.00858628 15.2096 4.79954 1.29996 -0.0076242 34.7915 5.18806
27.25 1.29959 -0.00874108 35.0964 1.38605 1.29959 0.00872903 35.0964 8.61445 -1.29997 0.00858628 14.8846 4.80169 1.29996 -0.00762059 35.1165 5.18616
27.5 1.29958 -0.00900084 35.4213 1.3838 1.29958 0.00898611 35.4212 8.6167 -1.29997 0.00858628 14.5596 4.80383 1.29996 -0.00761697 35.4415 5.18425
27.75 1.29956 -0.00926702 35.7461 1.38148 1.29956 0.00924973 35.7461 8.61901 -1.29997 0.00858628 14.2346 4.80598 1.29996 -0.00761335 35.7665 5.18235
28 1.29955 -0.00954017 36.071 1.3791 1.29955 0.00952039 36.071 8.62139 -1.29997 0.00858628 13.9096 4.80813 1.29996 -0.00760973 36.0915 5.18045
28.25 1.29953 -0.00982085 36.3959 1.37664 1.29953 0.00979869 36.3959 8.62384 -1.29997 0.00858628 13.5847 4.81027 1.29996 -0.00760609 36.4165 5.17855
28.5 1.29952 -0.0101097 36.7208 1.37412 1.29952 0.0100852 36.7208 8.62636 -1.29997 0.00858628 13.2597 4.81242 1.29996 -0.00760245 36.7415 5.17665
28.75 1.2995 -0.0104073 37.0457 1.37152 1.2995 0.0103807 37.0457 8.62896 -1.29997 0.00858628 12.9347 4.81457 1.29996 -0.0075988 37.0665 5.17475
29 1.29948 -0.0107145 37.3705 1.36884 1.29948 0.0106858 37.3705 8.63163 -1.29997 0.00858628 12.6097 4.81671 1.29996 -0.00759514 37.3915 5.17285
29.25 1.29946 -0.0110321 37.6954 1.36608 1.29947 0.0110013 37.6954 8.63438 -1.29997 0.00858628 12.2847 4.81886 1.29996 -0.00759147 37.7165 5.17095
29.5 1.29944 -0.0113609 38.0203 1.36324 1.29945 0.0113282 38.0203 8.63721 -1.29997 0.00858628 11.9597 4.82101 1.29996 -0.0075878 38.0414 5.16905
29.75 1.29942 -0.0117019 38.3451 1.36031 1.29942 0.0116674 38.3451 8.64013 -1.29997 0.00858628 11.6347 4.82315 1.29996 -0.00758411 38.3664 5.16716
30 1.2994 -0.0120561 38.67 1.3573 1.2994 0.0120199 38.67 8.64313 -1.29997 0.00858628 11.3097 4.8253 1.29996 -0.00758041 38.6914 5.16526
30.25 1.29938 -0.0124247 38.9948 1.35419 1.29938 0.0123868 38.9948 8.64623 -1.29997 0.00858628 10.9847 4.82745 1.29997 -0.0075767 39.0164 5.16337
30.5 1.29935 -0.012809 39.3197 1.35099 1.29935 0.0127696 39.3197 8.64942 -1.29997 0.00858628 10.6597 4.82959 1.29997 -0.00757297 39.3414 5.16147
30.75 1.29933 -0.0132105 39.6445 1.34769 1.29933 0.0131695 39.6445 8.65272 -1.29997 0.00858628 10.3347 4.83174 1.29997 -0.00756923 39.6664 5.15958
